-1.25	-0.948985
-1.24016	-0.945818
-1.23031	-0.942594
-1.22047	-0.939266
-1.21063	-0.935838
-1.20079	-0.932323
-1.19094	-0.92872
-1.1811	-0.925026
-1.17126	-0.921241
-1.16142	-0.917368
-1.15157	-0.913406
-1.14173	-0.909356
-1.13189	-0.905217
-1.12205	-0.90099
-1.1122	-0.896677
-1.10236	-0.892276
-1.09252	-0.887789
-1.08268	-0.883216
-1.07283	-0.878558
-1.06299	-0.873814
-1.05315	-0.868986
-1.04331	-0.864074
-1.03346	-0.859077
-1.02362	-0.853998
-1.01378	-0.848836
-1.00394	-0.843592
-0.994094	-0.838266
-0.984252	-0.832858
-0.974409	-0.82737
-0.964567	-0.821802
-0.954724	-0.816155
-0.944882	-0.810428
-0.935039	-0.804622
-0.925197	-0.798739
-0.915354	-0.792779
-0.905512	-0.786741
-0.895669	-0.780628
-0.885827	-0.774438
-0.875984	-0.768174
-0.866142	-0.761835
-0.856299	-0.755423
-0.846457	-0.748937
-0.836614	-0.742379
-0.826772	-0.735749
-0.816929	-0.729047
-0.807087	-0.722275
-0.797244	-0.715433
-0.787402	-0.708522
-0.777559	-0.701542
-0.767717	-0.694494
-0.757874	-0.687379
-0.748031	-0.680197
-0.738189	-0.672949
-0.728346	-0.665637
-0.718504	-0.658259
-0.708661	-0.650818
-0.698819	-0.643314
-0.688976	-0.635747
-0.679134	-0.628119
-0.669291	-0.62043
-0.659449	-0.612681
-0.649606	-0.604873
-0.639764	-0.597006
-0.629921	-0.589081
-0.620079	-0.581099
-0.610236	-0.573061
-0.600394	-0.564967
-0.590551	-0.556819
-0.580709	-0.548617
-0.570866	-0.540361
-0.561024	-0.532053
-0.551181	-0.523694
-0.541339	-0.515284
-0.531496	-0.506824
-0.521654	-0.498314
-0.511811	-0.489757
-0.501969	-0.481152
-0.492126	-0.472501
-0.482283	-0.463803
-0.472441	-0.455061
-0.462598	-0.446275
-0.452756	-0.437445
-0.442913	-0.428574
-0.433071	-0.41966
-0.423228	-0.410706
-0.413386	-0.401712
-0.403543	-0.392679
-0.393701	-0.383609
-0.383858	-0.374501
-0.374016	-0.365356
-0.364173	-0.356177
-0.354331	-0.346963
-0.344488	-0.337715
-0.334646	-0.328435
-0.324803	-0.319122
-0.314961	-0.309779
-0.305118	-0.300406
-0.295276	-0.291004
-0.285433	-0.281573
-0.275591	-0.272115
-0.265748	-0.262631
-0.255906	-0.253122
-0.246063	-0.243587
-0.23622	-0.23403
-0.226378	-0.224449
-0.216535	-0.214847
-0.206693	-0.205224
-0.19685	-0.195582
-0.187008	-0.18592
-0.177165	-0.17624
-0.167323	-0.166543
-0.15748	-0.15683
-0.147638	-0.147102
-0.137795	-0.13736
-0.127953	-0.127604
-0.11811	-0.117836
-0.108268	-0.108056
-0.0984252	-0.0982664
-0.0885827	-0.0884669
-0.0787402	-0.0786588
-0.0688976	-0.0688431
-0.0590551	-0.0590208
-0.0492126	-0.0491927
-0.0393701	-0.0393599
-0.0295276	-0.0295233
-0.019685	-0.0196838
-0.00984252	-0.00984236
-1.33227e-15	-1.33194e-15
0.00984252	0.00984236
0.019685	0.0196838
0.0295276	0.0295233
0.0393701	0.0393599
0.0492126	0.0491927
0.0590551	0.0590208
0.0688976	0.0688431
0.0787402	0.0786588
0.0885827	0.0884669
0.0984252	0.0982664
0.108268	0.108056
0.11811	0.117836
0.127953	0.127604
0.137795	0.13736
0.147638	0.147102
0.15748	0.15683
0.167323	0.166543
0.177165	0.17624
0.187008	0.18592
0.19685	0.195582
0.206693	0.205224
0.216535	0.214847
0.226378	0.224449
0.23622	0.23403
0.246063	0.243587
0.255906	0.253122
0.265748	0.262631
0.275591	0.272115
0.285433	0.281573
0.295276	0.291004
0.305118	0.300406
0.314961	0.309779
0.324803	0.319122
0.334646	0.328435
0.344488	0.337715
0.354331	0.346963
0.364173	0.356177
0.374016	0.365356
0.383858	0.374501
0.393701	0.383609
0.403543	0.392679
0.413386	0.401712
0.423228	0.410706
0.433071	0.41966
0.442913	0.428574
0.452756	0.437445
0.462598	0.446275
0.472441	0.455061
0.482283	0.463803
0.492126	0.472501
0.501969	0.481152
0.511811	0.489757
0.521654	0.498314
0.531496	0.506824
0.541339	0.515284
0.551181	0.523694
0.561024	0.532053
0.570866	0.540361
0.580709	0.548617
0.590551	0.556819
0.600394	0.564967
0.610236	0.573061
0.620079	0.581099
0.629921	0.589081
0.639764	0.597006
0.649606	0.604873
0.659449	0.612681
0.669291	0.62043
0.679134	0.628119
0.688976	0.635747
0.698819	0.643314
0.708661	0.650818
0.718504	0.658259
0.728346	0.665637
0.738189	0.672949
0.748031	0.680197
0.757874	0.687379
0.767717	0.694494
0.777559	0.701542
0.787402	0.708522
0.797244	0.715433
0.807087	0.722275
0.816929	0.729047
0.826772	0.735749
0.836614	0.742379
0.846457	0.748937
0.856299	0.755423
0.866142	0.761835
0.875984	0.768174
0.885827	0.774438
0.895669	0.780628
0.905512	0.786741
0.915354	0.792779
0.925197	0.798739
0.935039	0.804622
0.944882	0.810428
0.954724	0.816155
0.964567	0.821802
0.974409	0.82737
0.984252	0.832858
0.994094	0.838266
1.00394	0.843592
1.01378	0.848836
1.02362	0.853998
1.03346	0.859077
1.04331	0.864074
1.05315	0.868986
1.06299	0.873814
1.07283	0.878558
1.08268	0.883216
1.09252	0.887789
1.10236	0.892276
1.1122	0.896677
1.12205	0.90099
1.13189	0.905217
1.14173	0.909356
1.15157	0.913406
1.16142	0.917368
1.17126	0.921241
1.1811	0.925026
1.19094	0.92872
1.20079	0.93232
1.21063	0.935838
1.22047	0.939276
1.23031	0.942594
1.24016	0.945831
1.25	0.948985
