-1.25	-0.948985
-1.23031	-0.942594
-1.21063	-0.935838
-1.19094	-0.92872
-1.17126	-0.921241
-1.15157	-0.913406
-1.13189	-0.905217
-1.1122	-0.896677
-1.09252	-0.887789
-1.07283	-0.878558
-1.05315	-0.868986
-1.03346	-0.859077
-1.01378	-0.848836
-0.994094	-0.838266
-0.974409	-0.82737
-0.954724	-0.816155
-0.935039	-0.804622
-0.915354	-0.792779
-0.895669	-0.780628
-0.875984	-0.768174
-0.856299	-0.755423
-0.836614	-0.742379
-0.816929	-0.729047
-0.797244	-0.715433
-0.777559	-0.701542
-0.757874	-0.687379
-0.738189	-0.672949
-0.718504	-0.658259
-0.698819	-0.643314
-0.679134	-0.628119
-0.659449	-0.612681
-0.639764	-0.597006
-0.620079	-0.581099
-0.600394	-0.564967
-0.580709	-0.548617
-0.561024	-0.532053
-0.541339	-0.515284
-0.521654	-0.498314
-0.501969	-0.481152
-0.482283	-0.463803
-0.462598	-0.446275
-0.442913	-0.428574
-0.423228	-0.410706
-0.403543	-0.392679
-0.383858	-0.374501
-0.364173	-0.356177
-0.344488	-0.337715
-0.324803	-0.319122
-0.305118	-0.300406
-0.285433	-0.281573
-0.265748	-0.262631
-0.246063	-0.243587
-0.226378	-0.224449
-0.206693	-0.205224
-0.187008	-0.18592
-0.167323	-0.166543
-0.147638	-0.147102
-0.127953	-0.127604
-0.108268	-0.108056
-0.0885827	-0.0884669
-0.0688976	-0.0688431
-0.0492126	-0.0491927
-0.0295276	-0.0295233
-0.00984252	-0.00984236
0.00984252	0.00984236
0.0295276	0.0295233
0.0492126	0.0491927
0.0688976	0.0688431
0.0885827	0.0884669
0.108268	0.108056
0.127953	0.127604
0.147638	0.147102
0.167323	0.166543
0.187008	0.18592
0.206693	0.205224
0.226378	0.224449
0.246063	0.243587
0.265748	0.262631
0.285433	0.281573
0.305118	0.300406
0.324803	0.319122
0.344488	0.337715
0.364173	0.356177
0.383858	0.374501
0.403543	0.392679
0.423228	0.410706
0.442913	0.428574
0.462598	0.446275
0.482283	0.463803
0.501969	0.481152
0.521654	0.498314
0.541339	0.515284
0.561024	0.532053
0.580709	0.548617
0.600394	0.564967
0.620079	0.581099
0.639764	0.597006
0.659449	0.612681
0.679134	0.628119
0.698819	0.643314
0.718504	0.658259
0.738189	0.672949
0.757874	0.687379
0.777559	0.701542
0.797244	0.715433
0.816929	0.729047
0.836614	0.742379
0.856299	0.755423
0.875984	0.768174
0.895669	0.780628
0.915354	0.792779
0.935039	0.804622
0.954724	0.816155
0.974409	0.82737
0.994094	0.838266
1.01378	0.848836
1.03346	0.859077
1.05315	0.868986
1.07283	0.878558
1.09252	0.887789
1.1122	0.896677
1.13189	0.905217
1.15157	0.913406
1.17126	0.921241
1.19094	0.92872
1.21063	0.935838
1.23031	0.942594
1.25	0.948985
